"column_label","ran.hdr.name","piNota.minus.piLativ.min"
"2","ran2.hdr.75",-0.0006096
"2","ran2.hdr.76",-0.0011035
"2","ran2.hdr.77",-0.0014309
"2","ran2.hdr.78",-0.0000290799999999999
"2","ran2.hdr.8",-0.00062661
"2","ran2.hdr.9",-0.00063128
"3","ran3.hdr.1",-0.000637099999999998
"3","ran3.hdr.10",-0.000534900000000001
"3","ran3.hdr.11",0.0000692099999999997
"3","ran3.hdr.12",-0.000625899999999999
"3","ran3.hdr.13",-0.000409099999999999
"3","ran3.hdr.14",-0.001162
"3","ran3.hdr.15",-0.0011143
"3","ran3.hdr.16",-0.0005193
"3","ran3.hdr.17",-0.00047309
"3","ran3.hdr.18",0.000540799999999999
"3","ran3.hdr.19",-0.000111799999999999
"3","ran3.hdr.2",0.000297800000000001
"3","ran3.hdr.20",-0.000380700000000001
"3","ran3.hdr.21",-0.000912500000000002
"3","ran3.hdr.22",-0.0012565
"3","ran3.hdr.23",-0.000551599999999999
"3","ran3.hdr.24",-0.0011163
"3","ran3.hdr.25",0.0008831
"3","ran3.hdr.26",-0.0061672
"3","ran3.hdr.27",-0.0002991
"3","ran3.hdr.28",0.00035693
"3","ran3.hdr.29",-0.000582599999999999
"3","ran3.hdr.3",-0.0037584
"3","ran3.hdr.30",0.0001919
"3","ran3.hdr.31",-0.000576
"3","ran3.hdr.32",-0.00084943
"3","ran3.hdr.33",-0.000189700000000001
"3","ran3.hdr.34",-0.000155240000000001
"3","ran3.hdr.35",-0.000143009999999999
"3","ran3.hdr.36",-0.000310299999999999
"3","ran3.hdr.37",0.000212500000000001
"3","ran3.hdr.38",-0.0014222
"3","ran3.hdr.39",-0.0014502
"3","ran3.hdr.4",-0.00163709
"3","ran3.hdr.40",-0.00018951
"3","ran3.hdr.41",-0.0019089
"3","ran3.hdr.42",-0.0013695
"3","ran3.hdr.43",0.000375199999999999
"3","ran3.hdr.44",-0.0014925
"3","ran3.hdr.45",-0.0001262
"3","ran3.hdr.46",-0.0013738
"3","ran3.hdr.47",-0.001747
"3","ran3.hdr.48",0.000276800000000001
"3","ran3.hdr.49",-0.000514700000000002
"3","ran3.hdr.5",-0.0000717000000000009
"3","ran3.hdr.50",-0.002897
"3","ran3.hdr.51",0.0000564899999999993
"3","ran3.hdr.52",0.0000226999999999988
"3","ran3.hdr.53",-0.0000717600000000006
"3","ran3.hdr.54",-0.0015158
"3","ran3.hdr.55",-0.0009668
"3","ran3.hdr.56",-0.000764300000000002
"3","ran3.hdr.57",0.000114
"3","ran3.hdr.58",-0.000118309
"3","ran3.hdr.59",-0.000125780000000001
"3","ran3.hdr.6",0.00000526999999999993
"3","ran3.hdr.60",-0.000141199999999999
"3","ran3.hdr.61",-0.000136499999999999
"3","ran3.hdr.62",-0.000203699999999999
"3","ran3.hdr.63",-0.000290100000000001
"3","ran3.hdr.64",-0.000907400000000001
"3","ran3.hdr.65",0.0000194084
"3","ran3.hdr.66",-0.000348800000000002
"3","ran3.hdr.67",-0.0003058
"3","ran3.hdr.68",-0.000093939999999999
"3","ran3.hdr.69",-0.000546100000000001
"3","ran3.hdr.7",-0.0005302
"3","ran3.hdr.70",-0.000825300000000001
"3","ran3.hdr.71",-0.00032338
"3","ran3.hdr.72",-0.0011035
"3","ran3.hdr.73",-0.0011554
"3","ran3.hdr.74",-0.000714900000000001
"3","ran3.hdr.75",-0.000220500000000002
"3","ran3.hdr.76",-0.0013547
"3","ran3.hdr.77",-0.0057067
"3","ran3.hdr.78",-0.000733480000000001
"3","ran3.hdr.8",0.000304829999999999
"3","ran3.hdr.9",-0.000701999999999999
"4","ran4.hdr.1",-0.0009493
"4","ran4.hdr.10",-0.000438800000000001
"4","ran4.hdr.11",-0.0000950400000000011
"4","ran4.hdr.12",-0.000506029999999999
"4","ran4.hdr.13",0.000262399999999999
"4","ran4.hdr.14",-0.000220930000000001
"4","ran4.hdr.15",-0.000377500000000001
"4","ran4.hdr.16",-0.0013259
"4","ran4.hdr.17",-0.000125200000000002
"4","ran4.hdr.18",0.0003538
"4","ran4.hdr.19",-0.000108899999999999
"4","ran4.hdr.2",-0.000310999999999999
"4","ran4.hdr.20",-0.0002991
"4","ran4.hdr.21",-0.0045505
"4","ran4.hdr.22",-0.0006008
"4","ran4.hdr.23",-0.00044142
"4","ran4.hdr.24",-0.0008652
"4","ran4.hdr.25",0.000505200000000001
"4","ran4.hdr.26",-0.0000146999999999994
"4","ran4.hdr.27",0.0007179
"4","ran4.hdr.28",-0.000665599999999999
"4","ran4.hdr.29",-0.000171499999999998
"4","ran4.hdr.3",-0.0001004
"4","ran4.hdr.30",-0.0023487
"4","ran4.hdr.31",-0.0017371
"4","ran4.hdr.32",0.0000586000000000024
"4","ran4.hdr.33",-0.000287379999999999
"4","ran4.hdr.34",-0.0019089
"4","ran4.hdr.35",-0.0000841000000000001
"4","ran4.hdr.36",-0.0010775
"4","ran4.hdr.37",-0.0014594
"4","ran4.hdr.38",-0.0037192
"4","ran4.hdr.39",-0.0006108
"4","ran4.hdr.4",-0.00259746
"4","ran4.hdr.40",-0.000752999999999998
"4","ran4.hdr.41",-0.000569900000000002
"4","ran4.hdr.42",-0.000218300000000001
"4","ran4.hdr.43",-0.0010055
"4","ran4.hdr.44",0.0000833999999999991
"4","ran4.hdr.45",-0.0000128000000000003
"4","ran4.hdr.46",0.00015401
"4","ran4.hdr.47",-0.0000668000000000001
"4","ran4.hdr.48",-0.000425500000000001
"4","ran4.hdr.49",-0.000772399999999999
"4","ran4.hdr.5",-0.0044797
"4","ran4.hdr.50",-0.00072726
"4","ran4.hdr.51",-0.00057659
"4","ran4.hdr.52",-0.000643990000000001
"4","ran4.hdr.53",-0.00111662
"4","ran4.hdr.54",0.00009
"4","ran4.hdr.55",0.0000603900000000004
"4","ran4.hdr.57",-0.0007846
"4","ran4.hdr.58",-0.000448199999999999
"4","ran4.hdr.59",-0.000551000000000001
"4","ran4.hdr.6",-0.000507199999999999
"4","ran4.hdr.60",-0.00084326
"4","ran4.hdr.61",-0.0044594
"4","ran4.hdr.62",-0.000150300000000001
"4","ran4.hdr.63",-0.000226199999999999
"4","ran4.hdr.64",-0.0010423
"4","ran4.hdr.65",-0.000681889999999999
"4","ran4.hdr.66",-0.000112899999999999
"4","ran4.hdr.67",-0.00093906
"4","ran4.hdr.68",-0.0003147
"4","ran4.hdr.69",-0.000137399999999999
"4","ran4.hdr.7",-0.00154022
"4","ran4.hdr.70",-0.0005561
"4","ran4.hdr.71",-0.000471699999999999
"4","ran4.hdr.72",-0.0008547
"4","ran4.hdr.73",-0.0023484
"4","ran4.hdr.74",-0.0032753
"4","ran4.hdr.75",-0.0046933
"4","ran4.hdr.76",-0.000880000000000002
"4","ran4.hdr.77",-0.000289600000000001
"4","ran4.hdr.78",-0.0003017
"4","ran4.hdr.8",-0.000534900000000001
"4","ran4.hdr.9",-0.00053636
"5","ran5.hdr.1",-0.0014444
"5","ran5.hdr.10",-0.0044797
"5","ran5.hdr.11",-0.0000319000000000014
"5","ran5.hdr.12",0.0003046
"5","ran5.hdr.13",-0.000701999999999999
"5","ran5.hdr.14",-0.0016948
"5","ran5.hdr.15",-0.0000342699999999994
"5","ran5.hdr.16",-0.000118400000000001
"5","ran5.hdr.17",-0.000629900000000001
"5","ran5.hdr.18",-0.0005795
"5","ran5.hdr.19",-0.00041356
"5","ran5.hdr.2",-0.000272339999999999
"5","ran5.hdr.20",-0.00158129
"5","ran5.hdr.21",0.0000328100000000012
"5","ran5.hdr.22",-0.000191490000000001
"5","ran5.hdr.23",0.0000100699999999992
"5","ran5.hdr.24",-0.0000641299999999999
"5","ran5.hdr.25",-0.0010403
"5","ran5.hdr.26",-0.00029017
"5","ran5.hdr.27",-0.000397000000000002
"5","ran5.hdr.28",-0.00035023
"5","ran5.hdr.29",-0.00345372
"5","ran5.hdr.3",-0.000220599999999998
"5","ran5.hdr.30",-0.000784
"5","ran5.hdr.31",-0.0011573
"5","ran5.hdr.32",0.000261400000000002
"5","ran5.hdr.33",-0.0004522
"5","ran5.hdr.34",-0.00027737
"5","ran5.hdr.35",-0.00020889
"5","ran5.hdr.36",-0.000944
"5","ran5.hdr.37",-0.000617899999999998
"5","ran5.hdr.38",-0.000791500000000001
"5","ran5.hdr.39",-0.0013524
"5","ran5.hdr.4",0.000128399999999997
"5","ran5.hdr.40",0.0000144999999999989
"5","ran5.hdr.41",-0.0033085
"5","ran5.hdr.42",-0.00011256
"5","ran5.hdr.43",-0.000449600000000001
"5","ran5.hdr.44",-0.0034509
"5","ran5.hdr.45",-0.000988299999999998
"5","ran5.hdr.46",0.000219559999999999
"5","ran5.hdr.47",-0.0006887
"5","ran5.hdr.48",0.0001724
"5","ran5.hdr.49",-0.000560139999999999
"5","ran5.hdr.5",-0.0023191
"5","ran5.hdr.50",-0.00035604
"5","ran5.hdr.51",-0.0016606
"5","ran5.hdr.52",-0.0007419
"5","ran5.hdr.53",0.0000326900000000001
"5","ran5.hdr.54",0.0000521000000000002
"5","ran5.hdr.55",-0.0010723
"5","ran5.hdr.56",-0.0006896
"5","ran5.hdr.58",-0.0007279
"5","ran5.hdr.59",-0.0012438
"5","ran5.hdr.6",0.0002001
"5","ran5.hdr.60",-0.00019203
"5","ran5.hdr.61",-0.000312099999999999
"5","ran5.hdr.62",-0.0003231
"5","ran5.hdr.63",-0.000150300000000001
"5","ran5.hdr.64",-0.0004568
"5","ran5.hdr.65",-0.000914999999999999
"5","ran5.hdr.66",-0.000822699999999999
"5","ran5.hdr.67",-0.000674876
"5","ran5.hdr.68",-0.00203165
"5","ran5.hdr.69",0.0007516
"5","ran5.hdr.7",-0.0000352299999999998
"5","ran5.hdr.70",-0.0004414
"5","ran5.hdr.71",-0.0000835999999999996
"5","ran5.hdr.72",-0.0000212000000000007
"5","ran5.hdr.73",-0.000871399999999998
"5","ran5.hdr.74",-0.000552800000000001
"5","ran5.hdr.75",-0.0000621000000000024
"5","ran5.hdr.76",-0.001383
"5","ran5.hdr.77",-0.0006002
"5","ran5.hdr.78",-0.0007595
"5","ran5.hdr.8",0.0000486999999999987
"5","ran5.hdr.9",-0.0017255
"6","ran6.hdr.1",-0.0003084
"6","ran6.hdr.10",-0.0000013393
"6","ran6.hdr.11",0.000283200000000001
"6","ran6.hdr.12",0.0000862399999999996
"6","ran6.hdr.13",-0.0002828
"6","ran6.hdr.14",-0.000413510000000001
"6","ran6.hdr.15",0.000157600000000001
"6","ran6.hdr.16",-0.000625899999999999
"6","ran6.hdr.17",-0.000515700000000001
"6","ran6.hdr.18",-0.00016964
"6","ran6.hdr.19",-0.00047309
"6","ran6.hdr.2",-0.000870900000000001
"6","ran6.hdr.20",-0.000257799999999999
"6","ran6.hdr.21",-0.002734
"6","ran6.hdr.22",-0.0010122
"6","ran6.hdr.23",-0.000612299999999998
"6","ran6.hdr.24",-0.00031687
"6","ran6.hdr.25",-0.0011163
"6","ran6.hdr.26",-0.0026503
"6","ran6.hdr.27",-0.0000682000000000009
"6","ran6.hdr.28",0.0000270699999999997
"6","ran6.hdr.29",0.0000741100000000005
"6","ran6.hdr.3",0.00049115
"6","ran6.hdr.30",-0.000480399999999999
"6","ran6.hdr.31",-0.0004031
"6","ran6.hdr.32",-0.0019144
"6","ran6.hdr.33",-0.000136210000000001
"6","ran6.hdr.34",-0.0005269
"6","ran6.hdr.35",0.0000853
"6","ran6.hdr.36",-0.0014027
"6","ran6.hdr.37",-0.0013621
"6","ran6.hdr.38",-0.0001811
"6","ran6.hdr.39",-0.00018774
"6","ran6.hdr.4",-0.00009361
"6","ran6.hdr.40",-0.0001145
"6","ran6.hdr.41",-0.000751099999999999
"6","ran6.hdr.42",-0.000314099999999998
"6","ran6.hdr.43",-0.0082206
"6","ran6.hdr.44",-0.0000280200000000001
"6","ran6.hdr.45",-0.004276
"6","ran6.hdr.46",-0.002897
"6","ran6.hdr.47",-0.0000828000000000009
"6","ran6.hdr.48",-0.000670899999999999
"6","ran6.hdr.49",-0.000473700000000001
"6","ran6.hdr.5",-0.000184100000000001
"6","ran6.hdr.50",-0.00270844
"6","ran6.hdr.51",-0.000299799999999999
"6","ran6.hdr.52",-0.0072374
"6","ran6.hdr.53",-0.0047786
"6","ran6.hdr.54",-0.0011486
"6","ran6.hdr.55",NA
"6","ran6.hdr.56",0.00019544
"6","ran6.hdr.57",-0.000599799999999999
"6","ran6.hdr.58",-0.000477600000000002
"6","ran6.hdr.59",-0.000595
"6","ran6.hdr.6",-0.0038288
"6","ran6.hdr.60",-0.00040313
"6","ran6.hdr.61",-0.0010605
"6","ran6.hdr.62",-0.000775500000000002
"6","ran6.hdr.63",-0.00685775
"6","ran6.hdr.64",-0.0051112
"6","ran6.hdr.65",-0.000556319999999999
"6","ran6.hdr.66",-0.0021686
"6","ran6.hdr.67",-0.0000517999999999977
"6","ran6.hdr.68",-0.00222635
"6","ran6.hdr.69",-0.0002389
"6","ran6.hdr.7",-0.00021
"6","ran6.hdr.70",-0.0024046
"6","ran6.hdr.71",-0.0010284
"6","ran6.hdr.72",-0.000873000000000001
"6","ran6.hdr.73",0.0000125500000000001
"6","ran6.hdr.74",0.000326549999999999
"6","ran6.hdr.75",-0.000694699999999999
"6","ran6.hdr.76",-0.0006397
"6","ran6.hdr.77",-0.000748700000000001
"6","ran6.hdr.78",-0.000309
"6","ran6.hdr.8",-0.0000637999999999993
"6","ran6.hdr.9",-0.00071284
"7","ran7.hdr.1",-0.000591300000000003
"7","ran7.hdr.10",-0.000408459999999999
"7","ran7.hdr.11",-0.000416400000000001
"7","ran7.hdr.12",-0.0000756000000000003
"7","ran7.hdr.13",0.00032532
"7","ran7.hdr.14",-0.00061751
"7","ran7.hdr.15",-0.0012819
"7","ran7.hdr.16",-0.0011179
"7","ran7.hdr.17",0.000524
"7","ran7.hdr.18",-0.000377500000000001
"7","ran7.hdr.19",-0.000841600000000001
"7","ran7.hdr.2",-0.000849200000000001
"7","ran7.hdr.20",-0.0003347
"7","ran7.hdr.21",-0.0000348000000000015
"7","ran7.hdr.22",-0.0003756
"7","ran7.hdr.23",-0.000518899999999999
"7","ran7.hdr.24",-0.000551599999999999
"7","ran7.hdr.25",0.0000270699999999997
"7","ran7.hdr.26",-0.00055601
"7","ran7.hdr.27",-0.000468900000000001
"7","ran7.hdr.28",-0.000376700000000001
"7","ran7.hdr.29",-0.000156699999999999
"7","ran7.hdr.3",-0.000226799999999999
"7","ran7.hdr.30",0.0003441
"7","ran7.hdr.31",-0.000113400000000001
"7","ran7.hdr.32",-0.000507499999999999
"7","ran7.hdr.33",0.000316899999999998
"7","ran7.hdr.34",0.00034213
"7","ran7.hdr.35",-0.00032897
"7","ran7.hdr.36",-0.00036563
"7","ran7.hdr.37",-0.001022
"7","ran7.hdr.38",0.000226500000000001
"7","ran7.hdr.39",0.0000463000000000009
"7","ran7.hdr.4",-0.00018871
"7","ran7.hdr.40",-0.0000897299999999997
"7","ran7.hdr.41",-0.0006558
"7","ran7.hdr.42",-0.000041641
"7","ran7.hdr.43",NA
"7","ran7.hdr.44",-0.000429500000000003
"7","ran7.hdr.45",-0.00013712
"7","ran7.hdr.46",0.0000373000000000005
"7","ran7.hdr.47",0.000377580000000001
"7","ran7.hdr.48",-0.0076935
"7","ran7.hdr.49",0.0004291
"7","ran7.hdr.5",-0.0037447
"7","ran7.hdr.50",0.00002906
"7","ran7.hdr.51",-0.000560139999999999
"7","ran7.hdr.52",-0.00026183
"7","ran7.hdr.53",-0.00124632
"7","ran7.hdr.54",-0.002475
"7","ran7.hdr.55",-0.000551949999999999
"7","ran7.hdr.56",-0.00021607
"7","ran7.hdr.57",-0.00384145
"7","ran7.hdr.58",-0.000058840000000001
"7","ran7.hdr.59",-0.000106240000000001
"7","ran7.hdr.6",-0.0039147
"7","ran7.hdr.60",-0.0006896
"7","ran7.hdr.61",-0.000193329999999999
"7","ran7.hdr.62",-0.00015495
"7","ran7.hdr.63",-0.0015743
"7","ran7.hdr.64",-0.01280889
"7","ran7.hdr.65",-0.0001548
"7","ran7.hdr.66",-0.000150300000000001
"7","ran7.hdr.67",-0.00015663
"7","ran7.hdr.68",-0.000607500000000002
"7","ran7.hdr.69",-0.0007723
"7","ran7.hdr.7",-0.0006119
"7","ran7.hdr.70",-0.0011431
"7","ran7.hdr.71",-0.000949499999999999
"7","ran7.hdr.72",0.000268299999999999
"7","ran7.hdr.73",-0.0000844099999999996
"7","ran7.hdr.74",-0.0003706
"7","ran7.hdr.75",-0.000766199999999998
"7","ran7.hdr.76",-0.000584000000000001
"7","ran7.hdr.77",-0.0001402
"7","ran7.hdr.78",-0.0000290799999999999
"7","ran7.hdr.8",-0.0001136
"7","ran7.hdr.9",-0.00014609
"8","ran8.hdr.1",-0.000272339999999999
"8","ran8.hdr.10",-0.00033671
"8","ran8.hdr.11",-0.0000940699999999999
"8","ran8.hdr.12",-0.000320599999999999
"8","ran8.hdr.13",-0.0002267
"8","ran8.hdr.14",-0.00013877
"8","ran8.hdr.15",-0.0011143
"8","ran8.hdr.16",-0.0002021
"8","ran8.hdr.17",0.0001315
"8","ran8.hdr.18",-0.0009639
"8","ran8.hdr.19",-0.0023332
"8","ran8.hdr.2",0.0000471159999999999
"8","ran8.hdr.20",-0.000700599999999999
"8","ran8.hdr.21",-0.0021765
"8","ran8.hdr.22",0.000243637
"8","ran8.hdr.23",-0.0011853
"8","ran8.hdr.24",-0.000551599999999999
"8","ran8.hdr.25",0.000184710000000001
"8","ran8.hdr.26",-0.000747600000000001
"8","ran8.hdr.27",-0.0000739799999999995
"8","ran8.hdr.28",-0.002999
"8","ran8.hdr.29",-0.000249299999999999
"8","ran8.hdr.3",-0.0032872
"8","ran8.hdr.30",-0.000447879999999999
"8","ran8.hdr.31",0.000035033
"8","ran8.hdr.32",-0.000348000000000001
"8","ran8.hdr.33",-0.000516599999999999
"8","ran8.hdr.34",-0.000349499999999999
"8","ran8.hdr.35",-0.0034946
"8","ran8.hdr.36",-0.000883700000000001
"8","ran8.hdr.37",-0.00033054
"8","ran8.hdr.38",-0.000023421
"8","ran8.hdr.39",-0.0019144
"8","ran8.hdr.4",-0.0023191
"8","ran8.hdr.40",-0.000617899999999998
"8","ran8.hdr.41",-0.000666099999999999
"8","ran8.hdr.42",-0.000250999999999999
"8","ran8.hdr.43",-0.00112666
"8","ran8.hdr.44",-0.000752999999999998
"8","ran8.hdr.45",-0.0006786
"8","ran8.hdr.46",0.0000248600000000015
"8","ran8.hdr.47",-0.00019346
"8","ran8.hdr.48",0.0000045761
"8","ran8.hdr.49",-0.000464200000000001
"8","ran8.hdr.5",-0.000290820000000001
"8","ran8.hdr.50",0.0005027
"8","ran8.hdr.51",-0.0015804
"8","ran8.hdr.52",-0.0010499
"8","ran8.hdr.53",-0.00384145
"8","ran8.hdr.54",-0.000375
"8","ran8.hdr.55",-0.00010923
"8","ran8.hdr.56",0.000355400000000001
"8","ran8.hdr.57",0.0000568604
"8","ran8.hdr.58",-0.0010605
"8","ran8.hdr.59",-0.0107487
"8","ran8.hdr.6",-0.00227271
"8","ran8.hdr.60",-0.0003154
"8","ran8.hdr.61",-0.0000438000000000001
"8","ran8.hdr.62",-0.00104738
"8","ran8.hdr.63",-0.000546500000000002
"8","ran8.hdr.64",-0.000150300000000001
"8","ran8.hdr.65",-0.00203165
"8","ran8.hdr.66",0.0000759199999999993
"8","ran8.hdr.67",0.0000247000000000008
"8","ran8.hdr.68",-0.0015712
"8","ran8.hdr.69",-0.000596000000000003
"8","ran8.hdr.7",-0.000032131
"8","ran8.hdr.70",-0.00024505
"8","ran8.hdr.71",0.0007516
"8","ran8.hdr.72",-0.0018724
"8","ran8.hdr.73",-0.0011988
"8","ran8.hdr.74",-0.000871300000000002
"8","ran8.hdr.75",-0.000586100000000003
"8","ran8.hdr.76",-0.0004913
"8","ran8.hdr.77",-0.00118788
"8","ran8.hdr.78",-0.000748700000000001
"8","ran8.hdr.8",-0.0000713600000000003
"8","ran8.hdr.9",-0.000300809999999999
"9","ran9.hdr.1",0.00000133999999999985
"9","ran9.hdr.10",-0.00120107
"9","ran9.hdr.11",-0.0037976
"9","ran9.hdr.12",-0.0039147
"9","ran9.hdr.13",-0.00062661
"9","ran9.hdr.14",-0.00036891
"9","ran9.hdr.15",-0.000315299999999999
"9","ran9.hdr.16",-0.000534900000000001
"9","ran9.hdr.17",-0.000710199999999999
"9","ran9.hdr.18",-0.00014265
"9","ran9.hdr.19",-0.0002828
"9","ran9.hdr.2",-0.000115250000000001
"9","ran9.hdr.20",-0.000320599999999999
"9","ran9.hdr.21",-0.00038553
"9","ran9.hdr.22",-0.00024315
"9","ran9.hdr.23",-0.000113727
"9","ran9.hdr.24",-0.000912500000000002
"9","ran9.hdr.25",-0.000890400000000001
"9","ran9.hdr.26",0.000281119999999999
"9","ran9.hdr.27",-0.0006201
"9","ran9.hdr.28",-0.00019894
"9","ran9.hdr.29",-0.00022865
"9","ran9.hdr.3",-0.000272339999999999
"9","ran9.hdr.30",0.0001978
"9","ran9.hdr.31",0.0000242300000000001
"9","ran9.hdr.32",-0.0002664
"9","ran9.hdr.33",-0.0014502
"9","ran9.hdr.34",-0.000358299999999999
"9","ran9.hdr.35",-0.0017371
"9","ran9.hdr.36",-0.0004212
"9","ran9.hdr.37",0.00019348
"9","ran9.hdr.38",-0.000803359999999999
"9","ran9.hdr.39",0.0000463000000000009
