"column_label","ran.hdr.name","piPless.minus.piMalle.min"
"274","ran274.hdr.19",-0.000785499999999998
"274","ran274.hdr.2",-0.00106334
"274","ran274.hdr.20",-0.0016787
"274","ran274.hdr.21",-0.0022253
"274","ran274.hdr.22",-0.0044266
"274","ran274.hdr.23",-0.0014523
"274","ran274.hdr.24",-0.0008552
"274","ran274.hdr.25",-0.0018241
"274","ran274.hdr.26",-0.00302918
"274","ran274.hdr.27",-0.001372
"274","ran274.hdr.28",-0.0016177
"274","ran274.hdr.29",-0.003383
"274","ran274.hdr.3",-0.000751999999999999
"274","ran274.hdr.30",-0.0013623
"274","ran274.hdr.31",-0.000693599999999999
"274","ran274.hdr.32",-0.0019456
"274","ran274.hdr.33",-0.0022705
"274","ran274.hdr.34",-0.0017061
"274","ran274.hdr.35",-0.0013185
"274","ran274.hdr.36",-0.0015473
"274","ran274.hdr.37",-0.0014688
"274","ran274.hdr.38",-0.0036033
"274","ran274.hdr.39",-0.001442
"274","ran274.hdr.4",-0.00107478
"274","ran274.hdr.40",-0.000844399999999999
"274","ran274.hdr.41",-0.0015813
"274","ran274.hdr.42",-0.0025292
"274","ran274.hdr.43",-0.0009458
"274","ran274.hdr.44",-0.00260185
"274","ran274.hdr.45",-0.0015994
"274","ran274.hdr.46",-0.0003388
"274","ran274.hdr.47",-0.000714100000000002
"274","ran274.hdr.48",-0.0029132
"274","ran274.hdr.49",-0.0012965
"274","ran274.hdr.5",-0.00044425
"274","ran274.hdr.50",-0.01020981
"274","ran274.hdr.51",-0.0012884
"274","ran274.hdr.52",-0.000496800000000002
"274","ran274.hdr.53",-0.0023436
"274","ran274.hdr.54",-0.0048401
"274","ran274.hdr.55",-0.00060544
"274","ran274.hdr.56",-0.00080104
"274","ran274.hdr.57",-0.0014089
"274","ran274.hdr.58",-0.0002892
"274","ran274.hdr.6",-0.0012477
"274","ran274.hdr.7",-0.000633700000000001
"274","ran274.hdr.8",-0.0015477
"274","ran274.hdr.9",-0.001419
"275","ran275.hdr.1",-0.00149552
"275","ran275.hdr.10",-0.0021198
"275","ran275.hdr.11",-0.0010263
"275","ran275.hdr.12",-0.0012368
"275","ran275.hdr.13",-0.00126047
"275","ran275.hdr.14",-0.00141191
"275","ran275.hdr.15",-0.00259458
"275","ran275.hdr.16",-0.0006982
"275","ran275.hdr.17",-0.000858399999999999
"275","ran275.hdr.18",-0.0017638
"275","ran275.hdr.19",-0.00266385
"275","ran275.hdr.2",-0.0013784
"275","ran275.hdr.20",-0.0018141
"275","ran275.hdr.21",-0.0015474
"275","ran275.hdr.22",-0.0009786
"275","ran275.hdr.23",-0.00491908
"275","ran275.hdr.24",-0.002681
"275","ran275.hdr.25",-0.00180143
"275","ran275.hdr.26",-0.0017134
"275","ran275.hdr.27",-0.000732999999999998
"275","ran275.hdr.28",-0.000484000000000002
"275","ran275.hdr.29",-0.001519
"275","ran275.hdr.3",-0.0013544
"275","ran275.hdr.30",-0.00271575
"275","ran275.hdr.31",-0.0011585
"275","ran275.hdr.32",-0.0019936
"275","ran275.hdr.33",-0.0013896
"275","ran275.hdr.34",-0.0007822
"275","ran275.hdr.35",-0.001388
"275","ran275.hdr.36",-0.00029113
"275","ran275.hdr.37",-0.001192
"275","ran275.hdr.38",-0.0016729
"275","ran275.hdr.39",-0.0011596
"275","ran275.hdr.4",-0.000893600000000001
"275","ran275.hdr.40",-0.0013001
"275","ran275.hdr.41",-0.000647200000000001
"275","ran275.hdr.42",-0.0092497
"275","ran275.hdr.43",-0.0015813
"275","ran275.hdr.44",-0.0010765
"275","ran275.hdr.45",-0.000873499999999999
"275","ran275.hdr.46",-0.0012984
"275","ran275.hdr.47",-0.0021058
"275","ran275.hdr.48",-0.0014676
"275","ran275.hdr.49",-0.006699
"275","ran275.hdr.5",-0.0016858
"275","ran275.hdr.50",-0.001654
"275","ran275.hdr.51",-0.00136799
"275","ran275.hdr.52",-0.000532680000000001
"275","ran275.hdr.53",-0.0010009
"275","ran275.hdr.54",-0.001512
"275","ran275.hdr.55",-0.0029433
"275","ran275.hdr.56",-0.0030356
"275","ran275.hdr.57",-0.00045767
"275","ran275.hdr.58",-0.0002128
"275","ran275.hdr.6",-0.00381751
"275","ran275.hdr.7",-0.0015824
"275","ran275.hdr.8",-0.0012027
"275","ran275.hdr.9",-0.0014177
"276","ran276.hdr.1",-0.0020462
"276","ran276.hdr.10",-0.0015086
"276","ran276.hdr.11",-0.0024755
"276","ran276.hdr.12",-0.000347800000000002
"276","ran276.hdr.13",-0.0030642
"276","ran276.hdr.14",-0.0010025
"276","ran276.hdr.15",-0.0009183
"276","ran276.hdr.16",-0.0011593
"276","ran276.hdr.17",-0.0009786
"276","ran276.hdr.18",-0.0008857
"276","ran276.hdr.19",-0.0010415
"276","ran276.hdr.2",-0.001145
"276","ran276.hdr.20",-0.001372
"276","ran276.hdr.21",-0.0010396
"276","ran276.hdr.22",-0.0006351
"276","ran276.hdr.23",-0.0020354
"276","ran276.hdr.24",-0.0021688
"276","ran276.hdr.25",-0.0011527
"276","ran276.hdr.26",-0.0014035
"276","ran276.hdr.27",-0.0025392
"276","ran276.hdr.28",-0.0017114
"276","ran276.hdr.29",-0.0012306
"276","ran276.hdr.3",-0.0017432
"276","ran276.hdr.30",-0.0016511
"276","ran276.hdr.31",-0.0018516
"276","ran276.hdr.32",-0.000571700000000001
"276","ran276.hdr.33",-0.000997599999999998
"276","ran276.hdr.34",-0.007591
"276","ran276.hdr.35",-0.0092497
"276","ran276.hdr.36",-0.000844399999999999
"276","ran276.hdr.37",-0.0014558
"276","ran276.hdr.38",-0.0020748
"276","ran276.hdr.39",-0.000507499999999999
"276","ran276.hdr.4",-0.000318599999999999
"276","ran276.hdr.40",-0.0015102
"276","ran276.hdr.41",-0.000668429999999999
"276","ran276.hdr.42",-0.00271544
"276","ran276.hdr.43",-0.0013868
"276","ran276.hdr.44",-0.0024507
"276","ran276.hdr.45",-0.0022865
"276","ran276.hdr.46",-0.0014676
"276","ran276.hdr.47",-0.00195842
"276","ran276.hdr.48",-0.0011755
"276","ran276.hdr.49",-0.00215845
"276","ran276.hdr.5",-0.0017054
"276","ran276.hdr.50",-0.0018076
"276","ran276.hdr.51",-0.0026737
"276","ran276.hdr.52",-0.0021687
"276","ran276.hdr.53",-0.0013335
"276","ran276.hdr.54",-0.001371
"276","ran276.hdr.55",-0.002294
"276","ran276.hdr.56",-0.004737
"276","ran276.hdr.57",-0.0036001
"276","ran276.hdr.58",-0.00123925
"276","ran276.hdr.6",-0.0017597
"276","ran276.hdr.7",-0.0013278
"276","ran276.hdr.8",-0.000274199999999999
"276","ran276.hdr.9",-0.0018249
"277","ran277.hdr.1",-0.00152136
"277","ran277.hdr.10",-0.0005497
"277","ran277.hdr.11",-0.0016362
"277","ran277.hdr.12",-0.000633700000000001
"277","ran277.hdr.13",-0.00227469
"277","ran277.hdr.14",-0.00156483
"277","ran277.hdr.15",-0.0023074
"277","ran277.hdr.16",-0.00144357
"277","ran277.hdr.17",-0.0008857
"277","ran277.hdr.18",-0.0016162
"277","ran277.hdr.19",-0.0010477
"277","ran277.hdr.2",-0.00362872
"277","ran277.hdr.20",-0.0022476
"277","ran277.hdr.21",-0.000816300000000001
"277","ran277.hdr.22",-0.0022253
"277","ran277.hdr.23",-0.0023979
"277","ran277.hdr.24",-0.00349513
"277","ran277.hdr.25",-0.0043746
"277","ran277.hdr.26",-0.00101992
"277","ran277.hdr.27",-0.00111394
"277","ran277.hdr.28",-0.0005509
"277","ran277.hdr.29",-0.000636100000000001
"277","ran277.hdr.3",-0.000773899999999999
"277","ran277.hdr.30",-0.0027797
"277","ran277.hdr.31",-0.0010717
"277","ran277.hdr.32",-0.00238349
"277","ran277.hdr.33",-0.0023667
"277","ran277.hdr.34",-0.00203587
"277","ran277.hdr.35",-0.0021561
"277","ran277.hdr.36",-0.0015215
"277","ran277.hdr.37",-0.0028057
"277","ran277.hdr.38",-0.000857100000000001
"277","ran277.hdr.39",-0.00222237
"277","ran277.hdr.4",-0.0022225
"277","ran277.hdr.40",-0.000488800000000001
"277","ran277.hdr.41",-0.0004457
"277","ran277.hdr.42",-0.0017864
"277","ran277.hdr.43",-0.0013498
"277","ran277.hdr.44",-0.0025314
"277","ran277.hdr.45",-0.000926799999999998
"277","ran277.hdr.46",-0.0009586
"277","ran277.hdr.47",-0.00415889
"277","ran277.hdr.48",-0.00881992
"277","ran277.hdr.49",-0.0012787
"277","ran277.hdr.5",-0.0017761
"277","ran277.hdr.50",-0.0020709
"277","ran277.hdr.51",-0.000657500000000002
"277","ran277.hdr.52",-0.0026737
"277","ran277.hdr.53",-0.000920899999999999
"277","ran277.hdr.54",-0.000687499999999999
"277","ran277.hdr.55",-0.0006513
"277","ran277.hdr.56",-0.00047835
"277","ran277.hdr.57",-0.0003648
"277","ran277.hdr.58",-0.000701
"277","ran277.hdr.6",-0.0010596
"277","ran277.hdr.7",-0.0011547
"277","ran277.hdr.8",-0.000884899999999997
"277","ran277.hdr.9",-0.000785599999999999
"278","ran278.hdr.1",-0.0052632
"278","ran278.hdr.10",-0.000506099999999999
"278","ran278.hdr.11",-0.0018141
"278","ran278.hdr.12",-0.00136696
"278","ran278.hdr.13",-0.0008217
"278","ran278.hdr.14",-0.00197582
"278","ran278.hdr.15",-0.00065806
"278","ran278.hdr.16",-0.0013242
"278","ran278.hdr.17",-0.0042351
"278","ran278.hdr.18",-0.0017262
"278","ran278.hdr.19",-0.0013082
"278","ran278.hdr.2",-0.0027263
"278","ran278.hdr.20",-0.000418399999999999
"278","ran278.hdr.21",-0.000981199999999998
"278","ran278.hdr.22",-0.0043746
"278","ran278.hdr.23",-0.001106
"278","ran278.hdr.24",-0.0007157
"278","ran278.hdr.25",-0.0010631
"278","ran278.hdr.26",-0.0021688
"278","ran278.hdr.27",-0.0003999
"278","ran278.hdr.28",-0.000284499999999998
"278","ran278.hdr.29",-0.00218279
"278","ran278.hdr.3",-0.0015824
"278","ran278.hdr.30",-0.0036524
"278","ran278.hdr.31",-0.002074
"278","ran278.hdr.32",-0.0030136
"278","ran278.hdr.33",-0.000699099999999998
"278","ran278.hdr.34",-0.000976500000000002
"278","ran278.hdr.35",-0.0060077
"278","ran278.hdr.36",-0.0019133
"278","ran278.hdr.37",-0.0008511
"278","ran278.hdr.38",-0.000443499999999999
"278","ran278.hdr.39",-0.001251
"278","ran278.hdr.4",-0.0017761
"278","ran278.hdr.40",-0.000898199999999998
"278","ran278.hdr.41",-0.0010238
"278","ran278.hdr.42",-0.0020739
"278","ran278.hdr.43",-0.000893700000000001
"278","ran278.hdr.44",-0.0011902
"278","ran278.hdr.45",-0.0026737
"278","ran278.hdr.46",-0.002391
"278","ran278.hdr.47",-0.002294
"278","ran278.hdr.48",-0.0040426
"278","ran278.hdr.49",-0.00097694
"278","ran278.hdr.5",-0.000646899999999999
"278","ran278.hdr.50",-0.000900999999999999
"278","ran278.hdr.51",-0.0019669
"278","ran278.hdr.52",-0.0011265
"278","ran278.hdr.53",-0.0042024
"278","ran278.hdr.54",-0.00236787
"278","ran278.hdr.55",-0.00072585
"278","ran278.hdr.56",-0.000685399999999999
"278","ran278.hdr.57",-0.0002892
"278","ran278.hdr.58",-0.00050273
"278","ran278.hdr.6",-0.0012229
"278","ran278.hdr.7",-0.00117941
"278","ran278.hdr.8",-0.000552500000000001
"278","ran278.hdr.9",-0.00219311
"279","ran279.hdr.1",-0.0027539
"279","ran279.hdr.10",-0.0005311
"279","ran279.hdr.11",-0.0044669
"279","ran279.hdr.12",-0.0018495
"279","ran279.hdr.13",-0.00156385
"279","ran279.hdr.14",0.000113100000000001
"279","ran279.hdr.15",-0.0025956
"279","ran279.hdr.16",-0.0013852
"279","ran279.hdr.17",-0.002681
"279","ran279.hdr.18",-0.000411
"279","ran279.hdr.19",-0.0021506
"279","ran279.hdr.2",-0.00099694
"279","ran279.hdr.20",-0.0018254
"279","ran279.hdr.21",-0.0007177
"279","ran279.hdr.22",-0.0011191
"279","ran279.hdr.23",-0.0009341
"279","ran279.hdr.24",-0.003374
"279","ran279.hdr.25",-0.002114
"279","ran279.hdr.26",-0.0020171
"279","ran279.hdr.27",-0.0017045
"279","ran279.hdr.28",-0.0011527
"279","ran279.hdr.29",-0.0010835
"279","ran279.hdr.3",-0.0017761
"279","ran279.hdr.30",-0.0019556
"279","ran279.hdr.31",-0.00162278
"279","ran279.hdr.32",-0.0012046
"279","ran279.hdr.33",-0.0017774
"279","ran279.hdr.34",-0.0028136
"279","ran279.hdr.35",-0.0016097
"279","ran279.hdr.36",-0.0092497
"279","ran279.hdr.37",-0.0025292
"279","ran279.hdr.38",-0.0021636
"279","ran279.hdr.39",-0.00099592
"279","ran279.hdr.4",-0.0019983
"279","ran279.hdr.40",-0.00580613
"279","ran279.hdr.41",-0.000822300000000002
"279","ran279.hdr.42",-0.0011685
"279","ran279.hdr.43",-0.000509000000000003
"279","ran279.hdr.44",-0.00338371
"279","ran279.hdr.45",-0.00420034
"279","ran279.hdr.46",-0.0016752
"279","ran279.hdr.47",-0.0013396
"279","ran279.hdr.48",-0.0036779
"279","ran279.hdr.49",-0.0016619
"279","ran279.hdr.5",-0.000831599999999998
"279","ran279.hdr.50",-0.00110432
"279","ran279.hdr.51",-0.0013828
"279","ran279.hdr.52",-0.00254513
"279","ran279.hdr.53",-0.0022946
"279","ran279.hdr.54",-0.0017459
"279","ran279.hdr.55",-0.00295643
"279","ran279.hdr.56",-0.00035015
"279","ran279.hdr.57",-0.0013788
"279","ran279.hdr.58",-0.00180803
"279","ran279.hdr.6",-0.0014177
"279","ran279.hdr.7",-0.0016372
"279","ran279.hdr.8",-0.0015086
"279","ran279.hdr.9",-0.0017411
"280","ran280.hdr.1",-0.0021607
"280","ran280.hdr.10",-0.0012299
"280","ran280.hdr.11",-0.0013387
"280","ran280.hdr.12",-0.0011054
"280","ran280.hdr.13",-0.0010548
"280","ran280.hdr.14",-0.0021198
"280","ran280.hdr.15",-0.0040702
"280","ran280.hdr.16",-0.000643899999999999
"280","ran280.hdr.17",-0.0012369
"280","ran280.hdr.18",-0.0015928
"280","ran280.hdr.19",-0.0029257
"280","ran280.hdr.2",-0.0011357
"280","ran280.hdr.20",-0.005475
"280","ran280.hdr.21",-0.0011637
"280","ran280.hdr.22",-0.00125806
"280","ran280.hdr.23",-0.0056952
"280","ran280.hdr.24",-0.0013337
"280","ran280.hdr.25",-0.00300835
"280","ran280.hdr.26",-0.0021721
"280","ran280.hdr.27",-0.000319199999999999
"280","ran280.hdr.28",-0.0000890000000000005
"280","ran280.hdr.29",-0.001441
"280","ran280.hdr.3",-0.000948599999999999
"280","ran280.hdr.30",-0.0016117
"280","ran280.hdr.31",-0.0012306
"280","ran280.hdr.32",-0.000921
"280","ran280.hdr.33",-0.000862100000000001
"280","ran280.hdr.34",-0.000703299999999999
"280","ran280.hdr.35",-0.0092497
"280","ran280.hdr.36",-0.0048471
"280","ran280.hdr.37",-0.0015671
"280","ran280.hdr.38",-0.000933299999999998
"280","ran280.hdr.39",-0.00168845
"280","ran280.hdr.4",-0.0023736
"280","ran280.hdr.40",-0.001148
"280","ran280.hdr.41",-0.0019015
"280","ran280.hdr.42",-0.002237
"280","ran280.hdr.43",-0.000315299999999998
"280","ran280.hdr.44",-0.000778899999999999
"280","ran280.hdr.45",-0.0019715
"280","ran280.hdr.46",-0.0012828
"280","ran280.hdr.47",-0.000864899999999998
"280","ran280.hdr.48",-0.00133759
"280","ran280.hdr.49",-0.0021533
"280","ran280.hdr.5",-0.00154578
"280","ran280.hdr.50",-0.0016893
"280","ran280.hdr.51",-0.00049864
"280","ran280.hdr.52",-0.00136799
"280","ran280.hdr.53",-0.001921
"280","ran280.hdr.54",-0.000532680000000001
"280","ran280.hdr.55",-0.0018318
"280","ran280.hdr.56",-0.00203727
"280","ran280.hdr.57",-0.00106235
"280","ran280.hdr.58",-0.00069751
"280","ran280.hdr.6",-0.0024288
"280","ran280.hdr.7",-0.003917
"280","ran280.hdr.8",-0.00157371
"280","ran280.hdr.9",-0.0007969
"281","ran281.hdr.1",-0.000580499999999998
"281","ran281.hdr.10",-0.0000417999999999981
"281","ran281.hdr.11",-0.00038472
"281","ran281.hdr.12",-0.000874800000000002
"281","ran281.hdr.13",-0.000949600000000002
"281","ran281.hdr.14",-0.0013639
"281","ran281.hdr.15",-0.00156483
"281","ran281.hdr.16",-0.0027189
"281","ran281.hdr.17",-0.00174184
"281","ran281.hdr.18",-0.0047646
"281","ran281.hdr.19",-0.0003146
"281","ran281.hdr.2",-0.0018105
"281","ran281.hdr.20",-0.00253925
"281","ran281.hdr.21",-0.001632
"281","ran281.hdr.22",-0.0022476
"281","ran281.hdr.23",-0.0023979
"281","ran281.hdr.24",-0.0012537
"281","ran281.hdr.25",-0.00107109
"281","ran281.hdr.26",-0.002114
"281","ran281.hdr.27",-0.000949000000000002
"281","ran281.hdr.28",-0.0016921
"281","ran281.hdr.29",-0.0013337
"281","ran281.hdr.3",-0.002743
"281","ran281.hdr.30",-0.0013161
"281","ran281.hdr.31",-0.0010566
"281","ran281.hdr.32",-0.0034702
"281","ran281.hdr.33",-0.0016366
"281","ran281.hdr.34",-0.0014527
"281","ran281.hdr.35",-0.0016538
"281","ran281.hdr.36",-0.002261
"281","ran281.hdr.37",-0.000571700000000001
"281","ran281.hdr.38",-0.0028083
"281","ran281.hdr.39",-0.007591
"281","ran281.hdr.4",-0.001666
"281","ran281.hdr.40",-0.0011013
"281","ran281.hdr.41",-0.0023834
"281","ran281.hdr.42",-0.0030473
"281","ran281.hdr.43",-0.0010935
"281","ran281.hdr.44",-0.0017474
"281","ran281.hdr.45",-0.00163073
"281","ran281.hdr.46",-0.0004989
"281","ran281.hdr.47",-0.0004908
"281","ran281.hdr.48",-0.0023867
"281","ran281.hdr.49",-0.001397
"281","ran281.hdr.5",-0.000439699999999999
"281","ran281.hdr.50",-0.0016371
"281","ran281.hdr.51",-0.0028743
"281","ran281.hdr.52",-0.0061408
"281","ran281.hdr.53",-0.00366331
"281","ran281.hdr.54",-0.0013557
"281","ran281.hdr.55",-0.0019127
"281","ran281.hdr.56",-0.001331
"281","ran281.hdr.57",-0.0013828
"281","ran281.hdr.58",-0.0015497
"281","ran281.hdr.6",-0.0020494
"281","ran281.hdr.7",-0.0016566
"281","ran281.hdr.8",-0.000904899999999998
"281","ran281.hdr.9",-0.00165955
"282","ran282.hdr.1",-0.002708
"282","ran282.hdr.10",-0.000454200000000002
"282","ran282.hdr.11",-0.0025584
"282","ran282.hdr.12",-0.0023955
"282","ran282.hdr.13",-0.00420326
"282","ran282.hdr.14",-0.0027189
"282","ran282.hdr.15",-0.0039105
"282","ran282.hdr.16",-0.00305385
"282","ran282.hdr.17",-0.0008769
"282","ran282.hdr.18",-0.00122442
"282","ran282.hdr.19",-0.0008143
"282","ran282.hdr.2",-0.0012775
"282","ran282.hdr.20",-0.0011653
"282","ran282.hdr.21",-0.000291999999999997
"282","ran282.hdr.22",-0.0030945
"282","ran282.hdr.23",-0.0011225
"282","ran282.hdr.24",-0.0023754
"282","ran282.hdr.25",-0.0035398
"282","ran282.hdr.26",-0.0026078
"282","ran282.hdr.27",-0.00117358
"282","ran282.hdr.28",-0.0016829
"282","ran282.hdr.29",-0.0009779
"282","ran282.hdr.3",-0.003917
"282","ran282.hdr.30",-0.000759699999999999
"282","ran282.hdr.31",-0.0010207
"282","ran282.hdr.32",-0.0014539
"282","ran282.hdr.33",-0.0028136
"282","ran282.hdr.34",-0.0020836
"282","ran282.hdr.35",-0.0011463
"282","ran282.hdr.36",-0.000419599999999999
"282","ran282.hdr.37",-0.00260185
"282","ran282.hdr.38",-0.0010935
"282","ran282.hdr.39",-0.00160925
"282","ran282.hdr.4",-0.0017597
"282","ran282.hdr.40",-0.0021636
"282","ran282.hdr.41",-0.0011217
"282","ran282.hdr.42",-0.0020748
"282","ran282.hdr.43",-0.0018099
"282","ran282.hdr.44",-0.000443499999999999
"282","ran282.hdr.45",-0.00150395
"282","ran282.hdr.46",-0.003297
"282","ran282.hdr.47",-0.0011755
"282","ran282.hdr.48",-0.0028251
"282","ran282.hdr.49",-0.0018579
"282","ran282.hdr.5",-0.00104306
"282","ran282.hdr.50",-0.0011072
"282","ran282.hdr.51",-0.0013966
"282","ran282.hdr.52",-0.00287264
"282","ran282.hdr.53",-0.001855
"282","ran282.hdr.54",-0.0014303
"282","ran282.hdr.55",-0.0014067
"282","ran282.hdr.56",-0.00040763
"282","ran282.hdr.57",-0.00114133
"282","ran282.hdr.58",-0.00316514
"282","ran282.hdr.6",-0.0010608
"282","ran282.hdr.7",-0.000255
"282","ran282.hdr.8",-0.0040702
"282","ran282.hdr.9",-0.0010496
"283","ran283.hdr.1",-0.00362872
"283","ran283.hdr.10",-0.00410316
"283","ran283.hdr.11",-0.000548399999999998
"283","ran283.hdr.12",-0.0029257
"283","ran283.hdr.13",-0.0039923
"283","ran283.hdr.14",-0.0022849
"283","ran283.hdr.15",-0.00171315
"283","ran283.hdr.16",-0.0034981
"283","ran283.hdr.17",-0.0016572
"283","ran283.hdr.18",-0.00469107
"283","ran283.hdr.19",-0.002079
"283","ran283.hdr.2",-0.0014569
"283","ran283.hdr.20",-0.001519
"283","ran283.hdr.21",-0.02221506
"283","ran283.hdr.22",-0.00302918
"283","ran283.hdr.23",-0.0010531
"283","ran283.hdr.24",-0.0013646
"283","ran283.hdr.25",-0.0013161
"283","ran283.hdr.26",-0.0023667
"283","ran283.hdr.27",-0.000447070000000001
"283","ran283.hdr.28",-0.0014032
"283","ran283.hdr.29",-0.0015813
"283","ran283.hdr.3",-0.0017623
"283","ran283.hdr.30",-0.00128606
"283","ran283.hdr.31",-0.00159441
"283","ran283.hdr.32",-0.0027325
"283","ran283.hdr.33",-0.0005223
"283","ran283.hdr.34",-0.0021487
"283","ran283.hdr.35",-0.0011217
"283","ran283.hdr.36",-0.000950059999999999
"283","ran283.hdr.37",-0.000688899999999999
"283","ran283.hdr.38",-0.0011615
"283","ran283.hdr.39",-0.000989100000000001
"283","ran283.hdr.4",-0.0015692
"283","ran283.hdr.40",-0.001951
"283","ran283.hdr.41",-0.0018067
"283","ran283.hdr.42",-0.0016231
"283","ran283.hdr.43",-0.00415889
"283","ran283.hdr.44",-0.0021108
"283","ran283.hdr.45",-0.0031219
"283","ran283.hdr.46",-0.002791
"283","ran283.hdr.47",-0.0024602
"283","ran283.hdr.48",-0.0036347
"283","ran283.hdr.49",-0.0019127
"283","ran283.hdr.5",-0.00188011
"283","ran283.hdr.50",-0.001545
"283","ran283.hdr.51",-0.00164826
"283","ran283.hdr.52",-0.00170334
"283","ran283.hdr.53",-0.0016114
"283","ran283.hdr.54",-0.0042024
"283","ran283.hdr.55",-0.0015096
"283","ran283.hdr.56",-0.00072881
"283","ran283.hdr.57",-0.000221299999999999
"283","ran283.hdr.58",-0.0013788
"283","ran283.hdr.6",-0.000874100000000001
"283","ran283.hdr.7",-0.000629000000000001
"283","ran283.hdr.8",-0.0020439
"283","ran283.hdr.9",-0.0014798
"284","ran284.hdr.1",-0.0025427
"284","ran284.hdr.10",-0.0010007
"284","ran284.hdr.11",-0.0030754
"284","ran284.hdr.12",-0.0023955
"284","ran284.hdr.13",-0.00174184
"284","ran284.hdr.14",-0.000507199999999999
"284","ran284.hdr.15",-0.0009832
"284","ran284.hdr.16",-0.00113902
"284","ran284.hdr.17",-0.0026664
"284","ran284.hdr.18",-0.000443500000000003
"284","ran284.hdr.19",-0.0022875
"284","ran284.hdr.2",-0.0024967
"284","ran284.hdr.20",-0.0018241
"284","ran284.hdr.21",-0.0011585
"284","ran284.hdr.22",-0.00207179
"284","ran284.hdr.23",-0.0007597
"284","ran284.hdr.24",-0.0012643
"284","ran284.hdr.25",-0.0013623
"284","ran284.hdr.26",-0.000953800000000001
"284","ran284.hdr.27",-0.0034702
"284","ran284.hdr.28",-0.0020538
"284","ran284.hdr.29",-0.00122965
"284","ran284.hdr.3",-0.0013699
"284","ran284.hdr.30",-0.0011976
"284","ran284.hdr.31",-0.0013117
"284","ran284.hdr.32",-0.0018444
"284","ran284.hdr.33",-0.0013056
"284","ran284.hdr.34",-0.0013478
"284","ran284.hdr.35",-0.0048471
"284","ran284.hdr.36",-0.0005725
"284","ran284.hdr.37",-0.0017864
"284","ran284.hdr.38",-0.0008156
"284","ran284.hdr.39",-0.00163073
"284","ran284.hdr.4",-0.0024288
"284","ran284.hdr.40",-0.000676699999999999
"284","ran284.hdr.41",-0.001951
"284","ran284.hdr.42",-0.000552199999999999
"284","ran284.hdr.43",-0.0012406
"284","ran284.hdr.44",-0.0009187
"284","ran284.hdr.45",-0.0016231
"284","ran284.hdr.46",-0.00337254
"284","ran284.hdr.47",-0.0028192
"284","ran284.hdr.48",-0.000551899999999999
"284","ran284.hdr.49",-0.00110432
"284","ran284.hdr.5",-0.0020494
"284","ran284.hdr.50",-0.0019719
"284","ran284.hdr.51",-0.00192115
"284","ran284.hdr.52",-0.0018579
"284","ran284.hdr.53",-0.0028617
"284","ran284.hdr.54",-0.000681300000000001
"284","ran284.hdr.55",-0.0010063
"284","ran284.hdr.56",-0.0013788
"284","ran284.hdr.57",-0.0023306
"284","ran284.hdr.58",-0.000516599999999999
"284","ran284.hdr.6",-0.000929800000000001
"284","ran284.hdr.7",-0.0006853
"284","ran284.hdr.8",-0.001156
"284","ran284.hdr.9",-0.0016362
"285","ran285.hdr.1",-0.00149552
"285","ran285.hdr.10",-0.0012959
"285","ran285.hdr.11",-0.0010298
"285","ran285.hdr.12",-0.0021626
"285","ran285.hdr.13",-0.001478
"285","ran285.hdr.14",-0.001647
"285","ran285.hdr.15",-0.0014677
"285","ran285.hdr.16",-0.0021506
"285","ran285.hdr.17",-0.0043796
"285","ran285.hdr.18",-0.0037791
"285","ran285.hdr.19",-0.0013255
"285","ran285.hdr.2",-0.0013009
"285","ran285.hdr.20",-0.0015298
"285","ran285.hdr.21",-0.0025392
"285","ran285.hdr.22",-0.00198912
"285","ran285.hdr.23",-0.0014706
"285","ran285.hdr.24",-0.0015215
"285","ran285.hdr.25",-0.000177099999999999
"285","ran285.hdr.26",-0.0014004
"285","ran285.hdr.27",-0.00138216
"285","ran285.hdr.28",-0.00222237
"285","ran285.hdr.29",-0.001027
"285","ran285.hdr.3",-0.00362872
"285","ran285.hdr.30",-0.000880700000000002
"285","ran285.hdr.31",-0.000822300000000002
"285","ran285.hdr.32",-0.0005965
"285","ran285.hdr.33",-0.000691000000000001
"285","ran285.hdr.34",-0.0018369
"285","ran285.hdr.35",-0.000086300000000001
"285","ran285.hdr.36",-0.0012474
"285","ran285.hdr.37",-0.0013908
"285","ran285.hdr.38",-0.0013868
"285","ran285.hdr.39",-0.0028784
"285","ran285.hdr.4",-0.00271394
"285","ran285.hdr.40",-0.0016465
"285","ran285.hdr.41",-0.0014676
"285","ran285.hdr.42",-0.00139519
"285","ran285.hdr.43",-0.00245909
"285","ran285.hdr.44",-0.000853799999999998
"285","ran285.hdr.45",-0.00139623
"285","ran285.hdr.46",-0.0018535
"285","ran285.hdr.47",-0.0011072
"285","ran285.hdr.48",-0.00131049
"285","ran285.hdr.49",-0.0031771
"285","ran285.hdr.5",-0.0013356
"285","ran285.hdr.50",-0.0016495
"285","ran285.hdr.51",-0.0010232
"285","ran285.hdr.52",-0.0014239
"285","ran285.hdr.53",-0.000858300000000001
"285","ran285.hdr.54",-0.000751400000000001
"285","ran285.hdr.55",-0.0003648
"285","ran285.hdr.56",-0.000871830000000001
"285","ran285.hdr.57",-0.000572399999999999
"285","ran285.hdr.58",-0.0004308
"285","ran285.hdr.6",-0.0017761
"285","ran285.hdr.7",-0.0005497
"285","ran285.hdr.8",-0.00166903
"285","ran285.hdr.9",-0.0007197
