P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
melEvlowE	melEhighE	pachinus	0.0103238	6.9595	1.70742e-12	0.0100004	106584	44807.4	43891.7
melEvlowE	melEhighE	timEhighE	0.0235144	10.419	nan	0.0480745	79690	54388.9	51889.8
melEvlowE	melEhighE	timElowE	0.0217093	10.16	nan	0.0444245	78245.9	54352.1	52042.4
melEhighE	timEhighE	pachinus	0.211995	15.083	nan	0.258589	83463.2	69263.8	45033.4
melEhighE	timElowE	pachinus	0.195445	14.3352	nan	0.235703	85323.2	67604	45498.7
timEhighE	timElowE	melEhighE	0.0147371	7.92799	1.11358e-15	0.0385514	89590.5	48519.3	47110
melEhighW	melElowW	melEvlowE	0.00238321	2.14646	0.015918	0.00504676	97487.3	55641.7	55377.1
melElowW	melEhighW	pachinus	0.00248699	1.33919	0.0902545	0.00339752	96806.7	50229.2	49979.9
melEhighW	melElowW	timEhighE	0.00262856	1.80981	0.0351629	0.00466008	103463	59296.3	58985.4
melEhighW	melElowW	timElowE	0.00205826	1.50888	0.065665	0.00358248	103961	59443.7	59199.5
pachinus	melEhighW	melEvlowE	0.22581	17.7743	nan	0.368413	74727.7	78193.1	49384.7
melEvlowE	timEhighE	melEhighW	2.84802e-05	0.00211619	0.499156	9.27964e-05	78234.5	70323.7	70319.7
timElowE	melEvlowE	melEhighW	0.000402072	0.0296292	0.488181	0.00129547	79118.7	69600.6	69544.7
pachinus	melEhighW	timEhighE	0.0302615	3.72254	9.86147e-05	0.0596158	64406.2	68044.9	64047.6
pachinus	melEhighW	timElowE	0.0467711	6.03625	7.88681e-10	0.0872943	65736.3	69261.4	63072
timElowE	timEhighE	melEhighW	0.000645211	0.439677	0.330085	0.00140063	105093	49960.9	49896.5
pachinus	melElowW	melEvlowE	0.227307	17.6257	nan	0.371616	74517.3	78395.9	49356.8
melEvlowE	timEhighE	melElowW	0.000728299	0.0549457	0.478091	0.00210085	78019.5	70466.9	70364.4
timElowE	melEvlowE	melElowW	0.000282809	0.0211602	0.491559	0.000810567	78916.3	69680.9	69641.5
pachinus	melElowW	timEhighE	0.0323563	3.91382	4.54239e-05	0.063863	64164.7	68312.6	64030.4
pachinus	melElowW	timElowE	0.0484239	6.36756	9.60296e-11	0.0908306	65546	69526.1	63103.6
timElowE	timEhighE	melElowW	0.00113752	0.805255	0.210336	0.00218709	104817	50028	49914.3
melEvlowE	timEhighE	pachinus	0.215754	15.4553	nan	0.265988	80629.9	69208.4	44644.2
melEvlowE	timElowE	pachinus	0.200227	14.7023	nan	0.244338	82501.4	67461.1	44952.8
timEhighE	timElowE	melEvlowE	0.0174219	9.35229	nan	0.0379814	89778.2	47484.7	45858.5
timElowE	timEhighE	pachinus	0.0263469	8.35556	3.25803e-17	0.0295121	98867.4	42217.3	40049.8
