bam.file.name,id,image.label,accession,secondary.accession,run.accession,locality,pop,pop.short,sp.short,country.short,side.short,pop.name,latitude,longitude,province,country,genus,species,subsp,sex,pheromones,altitude,sex.code,type,alt.type,size,shape,seq.round,count,mean.depth.wg.withzeros,to.use.bedassle,to.use.pbs,pca,check.pca.of.all.era.mel,path,bam.path,old.name,beagle.indiv.names
CAM040049.bam,CAM040049,CAM040049_d.JPG,ERS4212589,SAMEA6447026,,Campo Cana 09,campo,cam,mel,co,e,mel.co.e.cam,1.21738,-76.68343,Putumayo,Colombia,Heliconius,melpomene,bellula,M,,887,0,ChighE,hig,602.663,2.043,Novo.col.aug17,NA,24.76,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040049.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040049.bam,Ind67
CAM040050.bam,CAM040050,CAM040050_d.JPG,ERS4212891,SAMEA6447328 ,,Campo Cana 09,campo,cam,mel,co,e,mel.co.e.cam,1.21738,-76.68343,Putumayo,Colombia,Heliconius,melpomene,bellula,M,,887,0,ChighE,hig,469.654,2.075,Novo.col.aug17,NA,24.83,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040050.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040050.bam,Ind68
CAM040058.bam,CAM040058,CAM040058_d.JPG,ERS4212892,SAMEA6447329 ,,Campo Cana Mauricio3,campo,cam,mel,co,e,mel.co.e.cam,1.21314,-76.68354,Putumayo,Colombia,Heliconius,melpomene,bellula,M,,987,0,ChighE,hig,480.416,2.097,Novo.col.aug17,NA,27.86,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040058.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040058.bam,Ind69
CAM040066.bam,CAM040066,CAM040066_d.JPG,ERS4199148,SAMEA6432951 ,,Campo Cana,campo,cam,era,co,e,era.co.e.cam,1.21286,-76.68748,Putumayo,Colombia,Heliconius,erato,dignus,F,,1064,1,ChighE,hig,NA,NA,BGI.round.1.17,382821471,5.18,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040066.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040066.bam,Ind41
CAM040077.bam,CAM040077,CAM040077_d.JPG,ERS4199143,SAMEA6432946 ,,Campo Cana Mauricio3,campo,cam,era,co,e,era.co.e.cam,1.21314,-76.68354,Putumayo,Colombia,Heliconius,erato,dignus,M,N,987,0,ChighE,hig,NA,NA,BGI.round.1.17,382824555,4.6,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040077.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040077.bam,Ind42
CAM040078.bam,CAM040078,CAM040078_d.JPG,ERS4201830,SAMEA6435637 ,,Campo Cana 04,campo,cam,era,co,e,era.co.e.cam,1.20931,-76.68172,Putumayo,Colombia,Heliconius,erato,dignus,M,Y,885,0,ChighE,hig,NA,NA,BGI.round.2.17,382821004,7.21,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040078.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040078.bam,Ind43
CAM040079.bam,CAM040079,CAM040079_d.JPG,ERS4212604,SAMEA6447041 ,,Campo Cana 10,campo,cam,mel,co,e,mel.co.e.cam,1.21694,-76.68541,Putumayo,Colombia,Heliconius,melpomene,bellula,M,N,1000,NA,ChighE,hig,NA,NA,BGI.round.4.19,,7.61,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040079.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040079.bam,Ind70
CAM040081.bam,CAM040081,CAM040081_d.JPG,ERS4212605,SAMEA6447042 ,,Campo Cana 10,campo,cam,mel,co,e,mel.co.e.cam,1.21694,-76.68541,Putumayo,Colombia,Heliconius,melpomene,bellula,M,N,1000,NA,ChighE,hig,NA,NA,BGI.round.4.19,,8.51,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040081.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040081.bam,Ind71
CAM040083.bam,CAM040083,CAM040083_d.JPG,ERS4212606,SAMEA6447043 ,,Campo Cana 10,campo,cam,mel,co,e,mel.co.e.cam,1.21694,-76.68541,Putumayo,Colombia,Heliconius,melpomene,bellula,F,N,1000,NA,ChighE,hig,NA,NA,BGI.round.4.19,,4.93,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040083.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040083.bam,Ind72
CAM040084.bam,CAM040084,CAM040084_d.JPG,ERS4212607,SAMEA6447044 ,,Campo Cana 10,campo,cam,mel,co,e,mel.co.e.cam,1.21694,-76.68541,Putumayo,Colombia,Heliconius,melpomene,bellula,F,N,1000,NA,ChighE,hig,NA,NA,BGI.round.4.19,,8.78,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040084.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040084.bam,Ind73
CAM040085.bam,CAM040085,CAM040085_d.JPG,ERS4212608,SAMEA6447045 ,,Campo Cana 02,campo,cam,mel,co,e,mel.co.e.cam,1.20687,-76.68103,Putumayo,Colombia,Heliconius,melpomene,bellula,M,N,950,NA,ChighE,hig,NA,NA,BGI.round.4.19,,3.15,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040085.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040085.bam,Ind74
CAM040087.bam,CAM040087,CAM040087_d.JPG,ERS4212609,SAMEA6447046 ,,Campo Cana 10,campo,cam,mel,co,e,mel.co.e.cam,1.21694,-76.68541,Putumayo,Colombia,Heliconius,melpomene,bellula,M,N,1000,NA,ChighE,hig,NA,NA,BGI.round.4.19,,8.03,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040087.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040087.bam,Ind75
CAM040088.bam,CAM040088,CAM040088_d.JPG,ERS4212610,SAMEA6447047 ,,Campo Cana 10,campo,cam,mel,co,e,mel.co.e.cam,1.21694,-76.68541,Putumayo,Colombia,Heliconius,melpomene,bellula,M,N,1000,NA,ChighE,hig,NA,NA,BGI.round.4.19,,10.43,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040088.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040088.bam,Ind76
CAM040101.bam,CAM040101,CAM040101_d.JPG,ERS4199144,SAMEA6432947 ,,Mocoa-Subundoy site 4,mocoa,moc,era,co,e,era.co.e.moc,1.08042,-76.71533,Putumayo,Colombia,Heliconius,erato,dignus,M,Y,1258,0,ChighE,hig,NA,NA,BGI.round.1.17,382817838,4.42,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040101.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040101.bam,Ind44
CAM040102.bam,CAM040102,CAM040102_d.JPG,ERS4199145,SAMEA6432948 ,,Mocoa-Subundoy site 5,mocoa,moc,era,co,e,era.co.e.moc,1.07793,-76.71753,Putumayo,Colombia,Heliconius,erato,dignus,F,Y,1211,1,ChighE,hig,NA,NA,BGI.round.1.17,382810691,3.74,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040102.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040102.bam,Ind45
CAM040103.bam,CAM040103,CAM040103_d.JPG,ERS4199149,SAMEA6432952 ,,Mocoa-Subundoy site 5,mocoa,moc,era,co,e,era.co.e.moc,1.07793,-76.71753,Putumayo,Colombia,Heliconius,erato,dignus,F,N,1211,1,ChighE,hig,NA,NA,BGI.round.1.17,382823760,5.61,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040103.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040103.bam,Ind46
CAM040105.bam,CAM040105,CAM040105_d.JPG,ERS4199146,SAMEA6432949 ,,Mocoa-Subundoy site 4,mocoa,moc,era,co,e,era.co.e.moc,1.08042,-76.71533,Putumayo,Colombia,Heliconius,erato,dignus,F,N,1258,1,ChighE,hig,NA,NA,BGI.round.1.17,382822377,4.98,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040105.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040105.bam,Ind47
CAM040106.bam,CAM040106,CAM040106_d.JPG,ERS4212893,SAMEA6447330 ,,Mocoa-Subundoy site 4,mocoa,moc,era,co,e,era.co.e.moc,1.08042,-76.71533,Putumayo,Colombia,Heliconius,erato,dignus,F,N,1258,1,ChighE,hig,NA,NA,Novo.col.aug17,382834630,18.35,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040106.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040106.bam,Ind48
CAM040108.bam,CAM040108,CAM040108_d.JPG,ERS4199147,SAMEA6432950 ,,Mocoa-Subundoy site 5,mocoa,moc,era,co,e,era.co.e.moc,1.07793,-76.71753,Putumayo,Colombia,Heliconius,erato,dignus,M,N,1211,0,ChighE,hig,NA,NA,BGI.round.1.17,382817910,4.9,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040108.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040108.bam,Ind49
CAM040111.bam,CAM040111,CAM040111_d.JPG,ERS4212895,SAMEA6447333 ,,Campo Cana Mauricio1,campo,cam,era,co,e,era.co.e.cam,1.21286,-76.68748,Putumayo,Colombia,Heliconius,erato,dignus,M,N,1064,0,ChighE,hig,NA,NA,Novo.col.aug17,382831685,19.68,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040111.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040111.bam,Ind50
CAM040112.bam,CAM040112,CAM040112_d.JPG,ERS4212896,SAMEA6447334 ,,Campo Cana Mauricio2,campo,cam,era,co,e,era.co.e.cam,1.21412,-76.68982,Putumayo,Colombia,Heliconius,erato,dignus,M,N,1089,0,ChighE,hig,NA,NA,Novo.col.aug17,382835739,18.45,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040112.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040112.bam,Ind51
CAM040113.bam,CAM040113,CAM040113_d.JPG,ERS4212581,SAMEA6447018,,Campo Cana Mauricio2,campo,cam,era,co,e,era.co.e.cam,1.21412,-76.68982,Putumayo,Colombia,Heliconius,erato,dignus,M,N,1089,0,ChighE,hig,NA,NA,Novo.col.aug17,382828833,20.68,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040113.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040113.bam,Ind52
CAM040114.bam,CAM040114,CAM040114_d.JPG,ERS4212897,SAMEA6447335 ,,Campo Cana Mauricio2,campo,cam,era,co,e,era.co.e.cam,1.21412,-76.68982,Putumayo,Colombia,Heliconius,erato,dignus,M,N,1089,0,ChighE,hig,NA,NA,Novo.col.aug17,382833177,17.38,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040114.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040114.bam,Ind53
CAM040118.bam,CAM040118,CAM040118_d.JPG,ERS4212611,SAMEA6447048 ,,Campo Cana Mauricio3,campo,cam,mel,co,e,mel.co.e.cam,1.21314,-76.68354,Putumayo,Colombia,Heliconius,melpomene,bellula,F,N,987,NA,ChighE,hig,NA,NA,BGI.round.4.19,,10.51,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040118.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040118.bam,Ind77
CAM040119.bam,CAM040119,CAM040119_d.JPG,ERS4199159,SAMEA6432962 ,,Finca el Escondite,escondite,esc,era,co,e,era.co.e.esc,0.79536,-76.58573,Putumayo,Colombia,Heliconius,erato,lativitta,M,N,309,0,ClowE,low,NA,NA,BGI.round.1.17,382818714,5.37,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040119.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040119.bam,Ind54
CAM040120.bam,CAM040120,CAM040120_d.JPG,ERS4199154,SAMEA6432957 ,,Finca el Escondite,escondite,esc,era,co,e,era.co.e.esc,0.79536,-76.58573,Putumayo,Colombia,Heliconius,erato,lativitta,M,Y,309,0,ClowE,low,NA,NA,BGI.round.1.17,382815401,5.1,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040120.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040120.bam,Ind55
CAM040121.bam,CAM040121,CAM040121_d.JPG,ERS4201841,SAMEA6435648 ,,Finca el Escondite,escondite,esc,era,co,e,era.co.e.esc,0.79536,-76.58573,Putumayo,Colombia,Heliconius,erato,lativitta,M,Y,309,0,ClowE,low,NA,NA,BGI.round.2.17,382825784,8.79,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040121.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040121.bam,Ind56
CAM040122.bam,CAM040122,CAM040122_d.JPG,ERS4199155,SAMEA6432958 ,,Finca el Escondite,escondite,esc,era,co,e,era.co.e.esc,0.79536,-76.58573,Putumayo,Colombia,Heliconius,erato,lativitta,M,Y,309,0,ClowE,low,NA,NA,BGI.round.1.17,382821630,5.74,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040122.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040122.bam,Ind57
CAM040123.bam,CAM040123,CAM040123_d.JPG,ERS4199160,SAMEA6432963 ,,Finca el Escondite,escondite,esc,era,co,e,era.co.e.esc,0.79536,-76.58573,Putumayo,Colombia,Heliconius,erato,lativitta,M,Y,309,0,ClowE,low,NA,NA,BGI.round.1.17,382819612,5.08,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040123.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040123.bam,Ind58
CAM040124.bam,CAM040124,CAM040124_d.JPG,ERS4199161,SAMEA6432964 ,,Finca el Escondite,escondite,esc,era,co,e,era.co.e.esc,0.79536,-76.58573,Putumayo,Colombia,Heliconius,erato,lativitta,M,Y,309,0,ClowE,low,NA,NA,BGI.round.1.17,382818489,5.44,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040124.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040124.bam,Ind59
CAM040125.bam,CAM040125,CAM040125_d.JPG,ERS4201842,SAMEA6435649 ,,Finca el Escondite,escondite,esc,era,co,e,era.co.e.esc,0.79536,-76.58573,Putumayo,Colombia,Heliconius,erato,lativitta,M,Y,309,0,ClowE,low,NA,NA,BGI.round.2.17,382818048,5.56,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040125.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040125.bam,Ind60
CAM040127.bam,CAM040127,CAM040127_d.JPG,ERS4199156,SAMEA6432959 ,,Finca el Escondite,escondite,esc,era,co,e,era.co.e.esc,0.79536,-76.58573,Putumayo,Colombia,Heliconius,erato,lativitta,M,Y,309,0,ClowE,low,NA,NA,BGI.round.1.17,382808977,2.17,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040127.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040127.bam,Ind61
CAM040128.bam,CAM040128,CAM040128_d.JPG,ERS4201843,SAMEA6435650 ,,Finca el Escondite,escondite,esc,era,co,e,era.co.e.esc,0.79536,-76.58573,Putumayo,Colombia,Heliconius,erato,lativitta,M,Y,309,0,ClowE,low,NA,NA,BGI.round.2.17,382819156,5.75,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040128.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040128.bam,Ind62
CAM040129.bam,CAM040129,CAM040129_d.JPG,ERS4212623,SAMEA6447060 ,,Finca el Escondite,escondite,esc,mel,co,e,mel.co.e.esc,0.79536,-76.58573,Putumayo,Colombia,Heliconius,melpomene,malleti,M,N,309,NA,ClowE,low,NA,NA,BGI.round.4.19,,8.95,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040129.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040129.bam,Ind78
CAM040130.bam,CAM040130,CAM040130_d.JPG,ERS4201844,SAMEA6435651 ,,Finca el Escondite,escondite,esc,era,co,e,era.co.e.esc,0.79536,-76.58573,Putumayo,Colombia,Heliconius,erato,lativitta,M,Y,309,0,ClowE,low,NA,NA,BGI.round.2.17,382822680,6.21,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040130.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040130.bam,Ind63
CAM040131.bam,CAM040131,CAM040131_d.JPG,ERS4201845,SAMEA6435652 ,,Finca el Escondite,escondite,esc,era,co,e,era.co.e.esc,0.79536,-76.58573,Putumayo,Colombia,Heliconius,erato,lativitta,M,N,309,0,ClowE,low,NA,NA,BGI.round.2.17,382818060,4.48,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040131.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040131.bam,Ind64
CAM040133.bam,CAM040133,CAM040133_d.JPG,ERS4212898,SAMEA6447336 ,,Finca el Escondite,escondite,esc,era,co,e,era.co.e.esc,0.79536,-76.58573,Putumayo,Colombia,Heliconius,erato,lativitta,M,N,309,0,ClowE,low,NA,NA,Novo.col.aug17,382830818,19.34,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040133.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040133.bam,Ind65
CAM040134.bam,CAM040134,CAM040134_d.JPG,ERS4201846,SAMEA6435653 ,,Finca el Escondite,escondite,esc,era,co,e,era.co.e.esc,0.79536,-76.58573,Putumayo,Colombia,Heliconius,erato,lativitta,M,N,309,0,ClowE,low,NA,NA,BGI.round.2.17,382821003,5.86,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040134.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040134.bam,Ind66
CAM040135.bam,CAM040135,CAM040135_d.JPG,ERS4201847,SAMEA6435654 ,,Finca el Escondite,escondite,esc,era,co,e,era.co.e.esc,0.79536,-76.58573,Putumayo,Colombia,Heliconius,erato,lativitta,M,N,309,0,ClowE,low,NA,NA,BGI.round.2.17,382816095,4.56,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040135.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040135.bam,Ind67
CAM040136.bam,CAM040136,CAM040136_d.JPG,ERS4199152,SAMEA6432955 ,,Finca el Escondite,escondite,esc,era,co,e,era.co.e.esc,0.79536,-76.58573,Putumayo,Colombia,Heliconius,erato,lativitta,F,N,309,1,ClowE,low,NA,NA,BGI.round.1.17,382825803,5.57,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040136.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040136.bam,Ind68
CAM040138.bam,CAM040138,CAM040138_d.JPG,ERS4201848,SAMEA6435655 ,,Finca el Escondite,escondite,esc,era,co,e,era.co.e.esc,0.79536,-76.58573,Putumayo,Colombia,Heliconius,erato,lativitta,M,N,309,0,ClowE,low,NA,NA,BGI.round.2.17,382823489,5.74,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040138.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040138.bam,Ind69
CAM040139.bam,CAM040139,CAM040139_d.JPG,ERS4212899,SAMEA6447337 ,,Finca el Escondite,escondite,esc,era,co,e,era.co.e.esc,0.79536,-76.58573,Putumayo,Colombia,Heliconius,erato,lativitta,M,N,309,0,ClowE,low,NA,NA,Novo.col.aug17,382826648,18.57,yes,yes,,NA,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/rmmt.rmd.bam/CAM040139.rmmt.rmd.bam,/home/mgm49/rds/rds-cj107-jiggins-rds/projects/mgm49/all.bams/CAM040139.bam,Ind70
