	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13
1	0	0.165503552938235	0.0493675603416165	-0.258001841060052	0.10001843322624	0.173098321174874	0.0970367994270359	0.13995633216813	0.220232185298989	0.19409659928135	0.157198433647074	0.197075640783032	0.173538523696349
2	0.165503552938235	0	0.0740395882311107	0.127065515237932	0.0459664962345899	0.0511393936587451	0.0778536642487908	0.0456832613777704	0.0709462620438058	0.0363279239039395	0.0477115915741209	0.0858404771481769	0.0664929756118746
3	0.0493675603416165	0.0740395882311107	0	-0.0254584125358256	0.0520342586682358	0.0824381635605361	0.0903127641410393	0.0658994933836111	0.115575191852474	0.0822832646415364	0.0731992643254752	0.116410658765269	0.0926978807339239
4	-0.258001841060052	0.127065515237932	-0.0254584125358256	0	0.0564567337870464	0.122898252868146	0.116727676658661	0.0915985690819474	0.175711491351013	0.160578399867141	0.114991559832765	0.12432400162223	0.123045784076829
5	0.10001843322624	0.0459664962345899	0.0520342586682358	0.0564567337870464	0	0.0494181987380312	0.0685939019586301	0.0390885865565265	0.0721512753826831	0.0417490251225931	0.0453563153661608	0.0727186583296637	0.0597433314447459
6	0.173098321174874	0.0511393936587451	0.0824381635605361	0.122898252868146	0.0494181987380312	0	0.0805493570897118	0.0523164054692315	0.0831045407715934	0.0435907792724812	0.0547318085694094	0.101584355135437	0.0756616828398989
7	0.0970367994270359	0.0778536642487908	0.0903127641410393	0.116727676658661	0.0685939019586301	0.0805493570897118	0	0.0679075032973049	0.10130298627774	0.0661256500115909	0.0717645128908255	0.104303976452779	0.0884629698029269
8	0.13995633216813	0.0456832613777704	0.0658994933836111	0.0915985690819474	0.0390885865565265	0.0523164054692315	0.0679075032973049	0	0.0734963994419156	0.0328659328702694	0.0425694145649222	0.0877431817806194	0.0623045789065425
9	0.220232185298989	0.0709462620438058	0.115575191852474	0.175711491351013	0.0721512753826831	0.0831045407715934	0.10130298627774	0.0734963994419156	0	0.058518971571419	0.0731644563666371	0.116788942244827	0.0955766839471436
10	0.19409659928135	0.0363279239039395	0.0822832646415364	0.160578399867141	0.0417490251225931	0.0435907792724812	0.0661256500115909	0.0328659328702694	0.058518971571419	0	0.0297857929452186	0.082121799373899	0.0521469814054612
11	0.157198433647074	0.0477115915741209	0.0731992643254752	0.114991559832765	0.0453563153661608	0.0547318085694094	0.0717645128908255	0.0425694145649222	0.0731644563666371	0.0297857929452186	0	0.0874411674835398	0.0514889267290468
12	0.197075640783032	0.0858404771481769	0.116410658765269	0.12432400162223	0.0727186583296637	0.101584355135437	0.104303976452779	0.0877431817806194	0.116788942244827	0.082121799373899	0.0874411674835398	0	0.114930675098725
13	0.173538523696349	0.0664929756118746	0.0926978807339239	0.123045784076829	0.0597433314447459	0.0756616828398989	0.0884629698029269	0.0623045789065425	0.0955766839471436	0.0521469814054612	0.0514889267290468	0.114930675098725	0
