	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12
1	0	0.0887009047371767	0.0731926996442384	0.0408282671696012	0.0388970573634213	0.0314515497938492	0.0271039066801438	0.0755752845377885	0.0872073953760235	0.118305096207323	0.101581381979715	0.093838356803527
2	0.0887009047371767	0	0.161556774541001	0.108754899257798	0.10710754143509	0.126090614048313	-0.00263638191948287	0.0791809856288653	0.162137918440168	0.0317416718689073	0.19433363468669	0.181394629146238
3	0.0731926996442384	0.161556774541001	0	0.0701633325158715	0.070500355835735	0.059300533441005	0.0843124421974708	0.127776114709921	0.109460976322928	0.195707305353007	0.113918818490377	0.11176838192522
4	0.0408282671696012	0.108754899257798	0.0701633325158715	0	0.0410927875400408	0.0352213427086083	0.0086132898621263	0.0784543371035229	0.0772202468141958	0.135296004790427	0.0873375760567054	0.0822561000964348
5	0.0388970573634213	0.10710754143509	0.070500355835735	0.0410927875400408	0	0.0304747511892606	0.0372525973762832	0.0867457516276968	0.0857041906433463	0.148599425435268	0.0924548744381769	0.087216629832595
6	0.0314515497938492	0.126090614048313	0.059300533441005	0.0352213427086083	0.0304747511892606	0	0.0494928409331474	0.0958963477989522	0.0776022522457504	0.165260395498905	0.0815237717513869	0.0784271051768775
7	0.0271039066801438	-0.00263638191948287	0.0843124421974708	0.0086132898621263	0.0372525973762832	0.0494928409331474	0	0.0182496169440894	0.0835325964489233	0.00895400111012229	0.111292175453021	0.0983087337740987
8	0.0755752845377885	0.0791809856288653	0.127776114709921	0.0784543371035229	0.0867457516276968	0.0958963477989522	0.0182496169440894	0	0.0424058150341212	0.0272836053899433	0.0552463443096579	0.0502336888673008
9	0.0872073953760235	0.162137918440168	0.109460976322928	0.0772202468141958	0.0857041906433463	0.0776022522457504	0.0835325964489233	0.0424058150341212	0	0.121625065575755	0.0159580684572145	0.020104547936132
10	0.118305096207323	0.0317416718689073	0.195707305353007	0.135296004790427	0.148599425435268	0.165260395498905	0.00895400111012229	0.0272836053899433	0.121625065575755	0	0.147144415984445	0.136787608116293
11	0.101581381979715	0.19433363468669	0.113918818490377	0.0873375760567054	0.0924548744381769	0.0815237717513869	0.111292175453021	0.0552463443096579	0.0159580684572145	0.147144415984445	0	0.0155607895398465
12	0.093838356803527	0.181394629146238	0.11176838192522	0.0822561000964348	0.087216629832595	0.0784271051768775	0.0983087337740987	0.0502336888673008	0.020104547936132	0.136787608116293	0.0155607895398465	0
