"id"
"14N004"
"14N009"
"14N015"
"14N023"
"15N143"
"15N144"
"15N153"
"15N154"
"15N151"
"15N152"
"15N156"
"15N306"
"16N048"
"16N020"
"16N047"
"16N080"
"16N068"
"16N078"
"16N077"
"16N091"
"16N093"
"CS000710"
"CS003621"
"CS003617"
"CS003603"
"CS003612"
"CS003618"
"CS003605"
"CS003606"
"CS003614"
"CS003615"
"CS001001"
"BC0406"
"BC0407"
"CAM008521"
"CAM008522"
"CAM016715"
"CAM016717"
"CAM009178"
"CAM016714"
"CAM016716"
"CAM009223"
"CAM016430"
"CAM016597"
"CAM016431"
"CAM016960"
"CAM041051"
"CAM041067"
"CAM041061"
"CAM041065"
"CAM041147"
"CAM041179"
"CAM041177"
"CAM041181"
"CAM041180"
"CAM041184"
"L5_SHM000014"
"L5_SHM000081"
"L5_SHM000210"
"L5_SHM000120"
"L5_SHM000277"
"SHM000114"
"SHM000174"
"CAM40013"
"CAM40100"
"CAM016782"
"ERR1143584"
"CAM020800"
"CAM020843"
"CAM040245"
"L5_CAM040282"
"CAM120448"
"CAM120557"
"CAM120665"
"CS004029"
"CS004039"
"CS004032"
"CS004030"
"CS004038"
"CS004031"
"CS004035"
"CS004034"
"CAM041208"
"CAM041209"
"CAM041210"
"CAM041191"
"CAM041200"
"CAM041202"
"CAM041101"
"CAM041201"
"ERR3974018"
"ERR3974019"
"SRR7162651"
"SRR7162652"
"CAM040419"
"CAM040599"
"CAM040601"
"CAM040905"
"CAM040424"
"CAM040600"
"CAM040515"
"CAM040602"
"CAM040425"
"CAM040598"
"ERR1143613"
"ERR1143614"
"CAM040517"
"CAM040520"
"CAM040528"
"CAM040535"
"CAM040944"
"15N020"
